image_id,qa_id,task,qa_type,question,ground_truth,predicted,score,overall
0000-0004,sp1,adjacency,spatial_qa,Which room is directly connected to the GARAGE with an internal door?,The A. CUISINE and the ABRI VOITURE.,The **ATELIER** (12.67 m²) is directly connected to the GARAGE with an internal door.,0.0,0.0
0000-0004,cnt1,dinning_chairs,counting_qa,How many chairs are shown in the CUISINE room?,Five (5) chairs.,"Looking at the CUISINE (kitchen) room, there is a round table with chairs arranged around it.

**6 chairs** are shown around the round table in the CUISINE room.",0.0,0.0
0000-0004,cmp1,largest_bedrooms,comparison_qa,Which bedroom [CHAMBRE] has the largest area?,Chambre 1,**CHAMBRE 1** has the largest area at **11.88 m²**.,1.0,1.0
0000-0004,cmp2,largest_room,comparison_qa,Which room has the second largest area?,Garage,**GARAGE** with an area of **23.56 m²** (the largest being SÉJOUR at 44.81 m²).,1.0,1.0
0000-0004,cmp3,largest_toilet,comparison_qa,"Which toilet( TOILET, W.C or BAINS) has the largest area?",The BAINS.,"**BAINS** has the largest area at **5.90 m²**, compared to TOIL. (2.70 m²) and W.C (1.53 m²).",1.0,1.0
0000-0005,ocr1,read_room_label,ocr_qa,What is the size of the ABRI VOITURE in square meters?,16.00 m²,The ABRI VOITURE is **16.00 m²**.,1.0,1.0
0000-0005,ocr2,read_area_text,ocr_qa,What is the area of the BAINS room in square meters?,6.31 m²,The area of the BAINS room is **6.31 m²**.,1.0,1.0
0000-0005,sp1,access_to_terrace,spatial_qa,Which bedroom has a window access to the terrace?,Chambre 3,**Chambre 3** has a window access to the terrace.,1.0,1.0
0000-0005,cnt1,access_to_degt,counting_qa,How many doors give access to the DEGT space?,Six (6) doors,"Looking at the DEGT space (4.82 m²), I can count the doors shown by their swing arcs giving access to it.

The DEGT space has **4 doors** giving access to it (connecting to Chambre 2, Chambre 3, Bains, and the hallway/W.C. area).",0.0,0.0
0000-0005,cmp1,largest_bedrooms,comparison_qa,Which bedroom [CHAMBRE] has the largest area?,Chambre 1,**CHAMBRE 1** has the largest area at **10.95 m²**.,1.0,1.0
0000-0005,cmp2,largest_room,comparison_qa,Which room has the largest area in m²?,SALON and SEJOUR 44.38 m²,The **Séjour/Salon** area has the largest area at **44.38 m²**.,1.0,1.0
0000-0005,cmp3,adjacency,comparison_qa,Which bedroom is closer to the W.C?,Chambre 1,**Chambre 1** is closer to the W.C.,1.0,1.0
0000-0005,cmp4,larger_area,comparison_qa,"Which room has the larger area, the GARAGE or the ABRI VOITURE?",The GARAGE,"The **GARAGE** has the larger area at **32.88 m²**, compared to the **ABRI VOITURE** at **16.00 m²**.",1.0,1.0
1000-0001,ocr1,read_room_label,ocr_qa,What is the listed area of the 'Cuina-Estar-Menjador' on the Planta Baixa?,19.50 m²,"The listed area of the **Cuina-Estar-Menjador** on the Planta Baixa is **19,50 m²**.",1.0,1.0
1000-0001,ocr2,read_area_text,ocr_qa,What is the area of 'Dormitori 1' on the Planta Baixa?,8.10 m²,"The area of **Dormitori 1** on the Planta Baixa is **8,10 m²**.",1.0,1.0
1000-0001,ocr3,adjacency,ocr_qa,"What is the area of the adjacent room to CUINA-ESTAR-MENJADOR, to the left of the staircase, on Planta PIS 1-2-3?",9.70 m²,"Looking at the Planta PIS 1ª-2ª-3ª floor plan, the room adjacent to CUINA-ESTAR-MENJADOR to the left of the staircase is **DORMITORI** with an area of **9,70 m²**.",1.0,1.0
1000-0001,sp1,titleblock_location,spatial_qa,Where is the title block located relative to the entire sheet?,Bottom-right corner,The title block is located in the **bottom-right corner** of the sheet.,1.0,1.0
1000-0001,cnt1,count_bedrooms,counting_qa,How many bedrooms (dormitary) are available on the PLANTA BAIXA floor?,Two (2) bedrooms,"Looking at the PLANTA BAIXA floor plan, I can identify **2 bedrooms** (dormitoris):

1. **DORMITORI 1** - 8,10 m²
2. **DORMITORI 2** - 11,35 m²",1.0,1.0
1000-0001,cmp1,largest_bedroom,comparison_qa,Which bedroom on Planta Baixa floor has the largest area?,Dormitori 2,**Dormitori 2** with **11.35 m²** is the largest bedroom on the Planta Baixa floor.,1.0,1.0
1000-0001,cmp2,largest_room,comparison_qa,Which room has the largest area in the drawing?,Cuina-Estar-Menjador (Kitchen–Living–Dining),"**Cuina-Estar-Menjador (Kitchen-Living-Dining room)** in PIS ""4º 1ª"" (DUPLEX) with **21,40 m²** is the largest room shown in the drawing.",1.0,1.0
1000-0001,cmp3,closer_door,comparison_qa,Whose DORMITORI door has shorter travelling distance to the TRASTER room on the PLANTA BAIXA floor plan?,The door of Dormitori 1.,"Looking at the PLANTA BAIXA floor plan, I need to compare the travelling distance from each DORMITORI door to the TRASTER room.

- **DORMITORI 1** is located on the right side of the plan, and its door opens into the corridor/distribuidor area relatively close to the TRASTER.
- **DORMITORI 2** is located further to the right and lower on the plan, requiring a longer path through the distribuidor to reach the TRASTER.

**DORMITORI 1** has the shorter travelling distance to the TRASTER room.",1.0,1.0
2000-0002,ocr1,read_floor_area,ocr_qa,What is the listed total square footage of the 1st floor?,914 SQUARE FEET,**914 square feet**,1.0,1.0
2000-0002,ocr2,read_safety_note,ocr_qa,What does the safety note say about smoke detectors near the hallway?,All smoke detectors linked w/ battery backup.,"The safety note states: **""ALL SMOKE/CO DETECTORS LINKED W/ BATTERY BACKUP.""**",1.0,1.0
2000-0002,sp1,kitchen_appliances,spatial_qa,Which major appliances are located directly adjacent to the kitchen sink?,Dishwasher and the refrigerator.,"The **dishwasher (DW)** is located on one side of the kitchen sink, and the **refrigerator (REF)** is located on the other side.",1.0,1.0
2000-0002,sp2,adjacency,spatial_qa,Which room is directly adjacent to the Pantry?,The Kitchen,The **Kitchen** is directly adjacent to the Pantry.,1.0,1.0
2000-0002,sp3,adjacency,spatial_qa,"Which room is positioned directly beside the Stair, sharing the longest adjoining wall?",Bedroom 1,"**Bedroom 1**

Bedroom 1 is positioned directly beside the stair and shares the longest adjoining wall with it.",1.0,1.0
2000-0002,cnt1,count_window,counting_qa,How many windows does the bedroom have?,One (1) window.,"**2 windows**

Bedroom 1 has two windows: one on the south (bottom) wall labeled ""EGRESS"" and one on the east (right) wall.",0.0,0.0
2000-0002,cmp1,largest_room,comparison_qa,Which room in the plan has the largest area?,Living Room,**Living Room** — it occupies the largest area on the 1st floor plan.,1.0,1.0
3000-0001,ocr1,read_room_label,ocr_qa,What is the name of the main bedroom shown in the plan?,MAIN BEDROOM,**MAIN BEDROOM**,1.0,1.0
3000-0001,ocr2,read_area_text,ocr_qa,What text describes the flooring type in the living room?,"HARDWOOD FLOOR, TYP.","The flooring type in the living room is described as **""HARDWOOD FLOOR, TYP.""**

Additionally, there is a note for **""30x68 STONE OR TILE FLOORING""** indicating a specific area (likely a hearth pad for the woodstove) within the living room.",1.0,1.0
3000-0001,sp1,item_location,spatial_qa,Where are the woodstoves located?,Living Room (& Guest Room),"The woodstove (optional) is located in the **Living Room (& Guest Room)**, positioned on a **30×68 stone or tile flooring** pad near the center-left area of the first floor.",1.0,1.0
3000-0001,sp2,adjacency,spatial_qa,Which room is directly connected to the MAIN BEDROOM?,the Hall,The MAIN BEDROOM is directly connected to the **HALL**.,1.0,1.0
3000-0001,sp3,closest_to_staircase,spatial_qa,Which space gives the access to the STAIRS from the main bedroom?,the Kitchen,The **HALL** provides access from the Main Bedroom to the Stairs.,0.0,0.0
3000-0001,cnt1,count_windows,counting_qa,How many windows are available for the main bedroom?,Two (2) windows,"**2 windows**

The main bedroom has 2 windows — one on the top (north) wall and one on the left (west) wall.",1.0,1.0
3000-0001,cmp1,largest_room,comparison_qa,Which room has the largest area?,Living Room (& Guest Room),**Living Room (& Guest Room)** has the largest area.,1.0,1.0
3000-0001,cmp2,bigger_room,comparison_qa,"Which one is bigger? the COATS room behind the entrance, or the UTILITY CLOSET room?",The Utility closet,"The **UTILITY CLOSET** is bigger than the COATS room. The Utility Closet appears to be approximately 3'-1"" × 3'-11"", while the Coats closet near the entrance is a smaller space (approximately 2'-2"" × 3'-5"").",1.0,1.0
3000-0002,ocr1,read_slope,ocr_qa,What is the roof slope indicated at the back addition?,2.5/12,The roof slope at the back addition (lean-to roof) is **2.5/12**.,1.0,1.0
3000-0002,ocr2,read_area_text,ocr_qa,What text describes the flooring type in the main bedroom?,"HARDWOOD FLOOR, TYP.","**HARDWOOD FLOOR, TYP.**",1.0,1.0
3000-0002,sp1,adjacency,spatial_qa,Which bedroom is adjacent to the Bath?,Main Bedroom,The **Main Bedroom** is adjacent to the Bath.,1.0,1.0
3000-0002,cnt1,count_windows,counting_qa,How many windows are available for the main bedroom?,Three (3) windows,"**2 windows**

The main bedroom has two windows — one on the left (west) wall and one on the south (front/porch) wall.",0.0,0.0
3000-0002,cmp1,closest_to_bath,comparison_qa,Which room is closest to the Bath?,Main Bedroom,"The **Main Bedroom** is closest to the Bath, as they share a common wall directly adjacent to each other on the left side of the 2nd floor plan.",1.0,1.0
3000-0002,cmp2,largest_room,comparison_qa,Which room has the largest area?,Main Bedroom,**Main Bedroom** has the largest area.,1.0,1.0
3000-0002,cmp3,closest_to_staircase,comparison_qa,Which room has the closest access to the STAIRS through the hall?,The bedroom,"The **Bedroom** (the right-side bedroom) has the closest access to the stairs (""DOWN"") through the hall, as the stairway is located on the right side of the hall, directly adjacent to that bedroom's door.",1.0,1.0
3000-0002,cmp4,access_to_roof,comparison_qa,Which room has a window view access to the back addition lean-to-roof? the bath or the bedroom?,The bath,"**The Bath.**

The Bath has a window on its upper (north) wall that opens toward the back addition lean-to roof area.",1.0,1.0
3000-0003,ocr1,read_room_label,ocr_qa,What is the name of the large room on the lower half of the plan?,LIVING / DINING ROOM,**LIVING / DINING ROOM**,1.0,1.0
3000-0003,ocr2,read_door_lable,ocr_qa,What is the name of the door that connects the Kitchen and the MUDROOM?,B,The door connecting the Kitchen and the Mudroom is labeled **B**.,1.0,1.0
3000-0003,sp1,kitchen_feature,spatial_qa,What major appliance is positioned directly across from the kitchen sink?,The refrigerator (REF).,The **refrigerator (REF)** is positioned directly across from the kitchen sink.,1.0,1.0
3000-0003,sp2,adjacency,spatial_qa,Which room is directly connected to the KITCHEN with 32x80 cased opening?,The LIVING/DINING ROOM,The **UTILITY CLOSET** is directly connected to the KITCHEN with the 32x80 cased opening.,0.0,0.0
3000-0003,sp3,access_to_outside,spatial_qa,Which room has direct access to the SCREEN PORCH?,Main Bedroom,The **MAIN BEDROOM** has direct access to the SCREEN PORCH.,1.0,1.0
3000-0003,cnt1,count_windows,counting_qa,How many windows are available for the living/dinning space?,Four (4),"Looking at the Living/Dining Room area on the floor plan, I can count **4 windows** — two on the bottom (south) wall and two on the left (west) wall.",1.0,1.0
3000-0003,cmp1,largest_room,comparison_qa,Which room has the largest area?,Living / Dining Room,**Living / Dining Room** has the largest area.,1.0,1.0
3000-0003,cmp2,close_access,comparison_qa,Which room is closely accessible from the living/dinning room? the Screen porch or the mudroom?,The mudroom,"The **Screen Porch** is more closely accessible from the Living/Dining Room. It connects through the Main Bedroom area on the left side, whereas the Mudroom is located at the top right of the plan, accessible primarily through the Kitchen, making it farther from the Living/Dining Room.",0.0,0.0
3000-0004,ocr1,read_slope,ocr_qa,What is the slope indicated for the lower shed roof?,2.0/12,**2/12**,1.0,1.0
3000-0004,ocr2,read_area_text,ocr_qa,What flooring type is specified for the front bedrooms?,"HARDWOOD FLOOR, TYP.","**Hardwood floor, typical** (as noted ""HARDWOOD FLOOR, TYP."" in the front bedroom area).",1.0,1.0
3000-0004,sp1,window_shed_roof,spatial_qa,Which room has window facing the shed roof?,REAR BEDROOM,The **Rear Bedroom** has a window facing the lower shed roof.,1.0,1.0
3000-0004,sp2,no_built_in_closet,spatial_qa,Which bedroom has no built-in closet?,REAR BEDROOM,"The **left bedroom** (the one on the lower-left of the plan) has no built-in closet. The right bedroom has a closet with a 36"" raised platform, and the rear bedroom has its own space, but the left bedroom shows no closet.",0.0,0.0
3000-0004,cnt1,count_window,counting_qa,How many windows does the BATH have?,One (1) window,**1 window.**,1.0,1.0
3000-0004,cmp1,largest_bedrooms,comparison_qa,Which bedroom has the largest area?,Bedroom on the bottom/lower left corner,The **Rear Bedroom** has the largest area.,0.0,0.0
3000-0004,cmp2,more_windows,comparison_qa,Which bedroom has more windows?,Bedroom on the bottom/lower left corner.,"The **left Bedroom** has more windows. It has **2 windows** (one on the left/west wall and one on the bottom/south wall), while the right Bedroom has **1 window** (on the south wall) and the Rear Bedroom has **1 window** (on the right/east wall).",0.0,0.0
3000-0004,cmp3,fewer_windows,comparison_qa,Which bedroom has fewer windows?,Bedroom on the bottom/lower right corner.,"The **Rear Bedroom** has fewer windows — it has **1 window**, while each of the two lower bedrooms has **2 windows**.",0.0,0.0
3000-0005,ocr1,read_room_label,ocr_qa,What is the name of the room adjacent to the KITCHEN on the right?,MUDROOM,The room adjacent to the KITCHEN on the right is the **MUDROOM**.,1.0,1.0
3000-0005,ocr2,read_material_label,ocr_qa,What is the minimum clearance specified between the coats room to the stairs?,Minimum of 3',"**3' MIN CLEAR**

This is indicated on the drawing between the coats room (closet) and the stairs, labeled as ""3' MIN CLEAR.""",1.0,1.0
3000-0005,sp1,room_identification,spatial_qa,What is the name of the room located next to the DINING area on the right?,KITCHEN,The room located next to the DINING area on the right is the **KITCHEN**.,1.0,1.0
3000-0005,sp2,access_to_stairs,spatial_qa,Which room gives direct access to the stairs to the upper level?,LIVING ROOM,"The **Living Room** gives direct access to the stairs to the upper level (marked ""UP"" with 14 risers at the right side of the living room).",1.0,1.0
3000-0005,sp3,access_to_outside,spatial_qa,Which room provides direct access to the 3'x4' back stoop?,Mudroom,The **Mudroom** provides direct access to the 3'x4' back stoop.,1.0,1.0
3000-0005,cnt1,count_toilet,counting_qa,How many toilets (W.C) does the floor plan have?,One (1) toilet/W.C,"**1 toilet (W.C.)**

The floor plan shows one room labeled **WC**, located off the mudroom area in the upper-right portion of the plan.",1.0,1.0
3000-0005,cmp1,largest_space,comparison_qa,Which space has the largest area?,Living Room,**Living Room** has the largest area on the downstairs floor plan.,1.0,1.0
3000-0005,cmp2,larger_space,comparison_qa,Which room has more space? the WC or the MUDROOM?,The MUDROOM,The **MUDROOM** has more space than the WC.,1.0,1.0
Apple-headquarter-plan-15-page-01,ocr1,consulting_firms,ocr_qa,What are the consulting firms listed in the title block?,"6 consulting firms: Foster + Partners, Arup, OLIN, KIER & WRIGHT, alta and WATRY DESIGN, INC.","The consulting firms listed in the title block are:

1. **Foster + Partners** (Architect)
2. **ARUP** (Engineering)
3. **OLIN** (Landscape Architecture and Urban Design)
4. **Kier & Wright** (Civil Engineering/Survey)
5. **Alta** (Planning + Design)
6. **Watry Design, Inc.** (Parking Structure Design)",1.0,1.0
Apple-headquarter-plan-15-page-01,ocr2,read_titleblock_client,ocr_qa,What is the client of the project written on the title block?,Apple Inc.,**Apple Inc.**,1.0,1.0
Apple-headquarter-plan-15-page-01,ocr3,read_project_name,ocr_qa,What is the project name written on the title block?,Apple Campus 2,**Apple Campus 2**,1.0,1.0
Apple-headquarter-plan-15-page-01,ocr4,scale_reading,ocr_qa,What scale is listed in the title block for this plan?,"1"" = 64'","The scale listed in the title block is **1"" = 64'** (one inch equals sixty-four feet).",1.0,1.0
Apple-headquarter-plan-15-page-01,ocr5,internal_radius,ocr_qa,What is the internal radius of the circular building?,"580'-11""","The internal radius of the circular building (the **outer radius** label on the drawing indicates ~**780'-7""** as the ""Outer radius""), and the internal radius, based on the dimensional annotations visible on the plan, is approximately **735'-7""**.

However, looking more carefully at the drawing, the dimension labeled ""Outer radius"" is **780'-7""**, and the inner concentric circle dimensions show the internal radius is approximately **615'-0""** to **620'-0""**.

Based on the clearest radial dimensions shown on the drawing, the internal radius of the circular (ring) building is approximately **461'-3""**.

Let me reconsider by focusing on the clearly marked dimensions: The drawing shows **""780'-7"" Outer radius""** explicitly labeled. Given the building ring width and the inner courtyard dimensions visible (with radii marked around **245'-8""**, **200'-2""**, etc. for the inner courtyard features), the **internal radius of the main circular building is approximately 735'-7""**.

The internal radius is **735'-7""**.",0.0,0.0
Apple-headquarter-plan-15-page-01,ocr6,external_radius,ocr_qa,What is the external (outer) radius of the circular building?,"760'-7""","The external (outer) radius of the circular building is **786'-1""** (as noted on the drawing as ""Outer radius"").",0.0,0.0
Apple-headquarter-plan-15-page-01,ocr7,restaurant_space,ocr_qa,What is the size of Restaurant space in square feet?,"58,000 square feet","**58,000 sq ft**",1.0,1.0
Apple-headquarter-plan-15-page-01,ocr8,right_side_road,ocr_qa,What is the name of the road labeled to the right side of the plan?,TANTAU AVENUE,**TANTAU AVENUE**,1.0,1.0
Apple-headquarter-plan-15-page-01,sp1,adjacency,spatial_qa,"Which side of the ring (north, south, east, or west), on the drawing, has the Apple transit center Bus drop off area?",East,"The Apple transit center Bus drop off area is on the **east** side of the ring, adjacent to Tantau Avenue.",1.0,1.0
Apple-headquarter-plan-15-page-01,cnt1,count_access_cores,counting_qa,How many labeled access blocks are distributed around the building ring?,Nine (9),"Looking at the drawing, I can count the labeled access blocks (entrance/access points) distributed around the circular ring building.

There are **9** labeled access blocks distributed around the building ring.",1.0,1.0
Apple-headquarter-plan-15-page-01,cnt2,count_radial_paths,counting_qa,How many radial pedestrian paths originate from the courtyard center and extend outward?,Nine (9),"Looking at the Apple Campus 2 Level 1 floor plan, I can count the radial pedestrian paths extending outward from the central courtyard area.

**8 radial pedestrian paths** originate from the courtyard center and extend outward through the ring-shaped building to the exterior landscape.",0.0,0.0
Apple-headquarter-plan-15-page-01,cmp1,more_core_access_quadrant,comparison_qa,Which quadrant of the circular building is closer to the Tantau Auditorium and Visitor Parking Structure?,Quadrant 4 or the bottom right corner.,"The **southeast quadrant** of the circular building is closest to the Tantau Auditorium and Visitor Parking Structure, which is located along **Tantau Avenue** on the east side of the site, toward the south.",1.0,1.0
Apple-headquarter-plan-15-page-02,ocr1,scale_reading,ocr_qa,What is the drawing scale indicated in the title block?,"1"" = 64'","The drawing scale indicated in the title block is **1""=64'** (1 inch = 64 feet).",1.0,1.0
Apple-headquarter-plan-15-page-02,ocr2,sheet_number,ocr_qa,What sheet number is shown for this drawing?,P-8.02,The sheet number shown is **P-8.02**.,1.0,1.0
Apple-headquarter-plan-15-page-02,ocr3,issued_date,ocr_qa,When was the issued date for the 'Planned development permit' revision?,08/09/11,"Looking at the revision table in the upper right area of the drawing, the **Planned Development Permit** revision was issued on **2/17/12**.",0.0,0.0
Apple-headquarter-plan-15-page-02,sp1,orientation,spatial_qa,Are the access blocks positioned symmetrically across opposite sides of the ring?,"No, not symmetrically.","**Yes.** The access blocks (entry/stair/elevator cores) are positioned symmetrically across opposite sides of the ring. The plan shows these blocks arranged in pairs on diametrically opposite locations around the circular ring building, maintaining bilateral symmetry consistent with the overall design of the Apple Campus 2 main building.",0.0,0.0
Apple-headquarter-plan-15-page-02,sp2,general_notes_location,spatial_qa,Where is the General notes section located in the drawing?,The top right corner of the drawing.,The General Notes section is located in the **upper right corner** of the drawing.,1.0,1.0
Apple-headquarter-plan-15-page-02,cnt1,count_access_cores,counting_qa,How many labeled access blocks are distributed around the building ring on this sheet?,Nine (9),"Looking at the drawing of Apple Campus 2's Level 2 Main Building plan, I can count the labeled access blocks (stairwells, elevator cores, and access points) distributed around the circular building ring.

There are **8** labeled access blocks distributed around the building ring.",0.0,0.0
Apple-headquarter-plan-15-page-02,cnt2,count_radial_dividers,counting_qa,How many radial division lines extend from the center to the ring?,Eight (8),"Looking at the circular plan drawing of Apple Campus 2 (Level 2 Main Building), I can count the radial division lines extending from the center to the outer ring.

**There are 8 radial division lines** extending from the center to the ring.

These radial lines divide the circular building into segments and are marked with angular dimensions (such as 45°-11"", 91°-11"", etc.) around the perimeter.",1.0,1.0
Apple-headquarter-plan-15-page-02,cnt3,count_section_callouts,counting_qa,How many section view callouts are present in the drawing?,Three (3),"Looking at the drawing, I can count **0** section view callouts present in this plan drawing.

This is a floor plan (Level 2 Main Building, P-8.02) that shows dimensions, annotations, and spatial layout, but does not contain any section cut callouts (the typical circle-with-line symbols indicating where a section is cut through the plan).",0.0,0.0
Apple-headquarter-plan-15-page-02,cnt4,count_consultants,counting_qa,How many consulting firms are included on this floor plan?,Five (5) consultants.,"Based on the title block area on the right side of the drawing, there are **4** consulting firms listed:

1. **Arup** (Engineering)
2. **OLIN** (Landscape Architecture and Urban Design)
3. **Kier & Wright** (Civil Engineering/Surveying)
4. **Alta** (Planning + Design)

These are in addition to the lead architect, **Foster + Partners**.",0.0,0.0
Apple-headquarter-plan-15-page-02,cmp1,more_core_access_quadrant,comparison_qa,Which quadrant of the circular building has more core access?,Quadrant 1 or the top right corner.,"The **south (bottom) quadrant** of the circular building has more core access, as it shows a greater concentration of core elements (stairs, elevators, and service shafts) clustered along the inner ring in that area compared to the other quadrants.",0.0,0.0
Apple-headquarter-plan-15-page-07,ocr1,sheet_title,ocr_qa,What is the sheet title printed in the title block?,Main Building Basement Level 1 Stall Size Plan,**Main Building Basement Level 1 Stall Size Plan**,1.0,1.0
Apple-headquarter-plan-15-page-07,ocr2,sheet_number,ocr_qa,What sheet number is shown for this drawing?,P-8.09,The sheet number shown is **P-8.09**.,1.0,1.0
Apple-headquarter-plan-15-page-07,ocr3,scale_reading,ocr_qa,What is the drawing scale indicated in the title block?,"1"" = 64'","The drawing scale indicated in the title block is **1""=64'** (1 inch = 64 feet).",1.0,1.0
Apple-headquarter-plan-15-page-07,sp1,legend_location,spatial_qa,Where on the sheet is the legend describing the parking space types located?,In the upper-left portion of the drawing area.,"The legend describing the parking space types is located in the **upper-left corner** of the sheet, beneath the title ""Basement Level 01: 1,140 Parking spaces."" It lists Standard, Compact, Accessible, Electrical charging stations, Internal ramps, and Mechanical Shaft with corresponding color swatches.",1.0,1.0
Apple-headquarter-plan-15-page-07,sp2,titleblock_location,spatial_qa,Where is the main title block located on the sheet?,Along the right edge near the lower-right corner.,"The main title block is located in the **bottom-right corner** of the sheet, containing the firm logos (Foster + Partners, ARUP, OLIN, Kier & Wright), client name (Apple, Inc.), project name (Apple Campus 2), drawing title, project number, date, and sheet number (P-8.09).",1.0,1.0
Apple-headquarter-plan-15-page-07,cnt1,total_parking_spaces,counting_qa,How many total parking spaces are provided on Basement Level 01 according to the legend?,"1,140 parking spaces","**1,140 parking spaces**",1.0,1.0
Apple-headquarter-plan-15-page-07,cnt2,standard_parking_count,counting_qa,How many Standard parking spaces are indicated in the legend?,394 Standard parking spaces,**394** Standard parking spaces are indicated in the legend.,1.0,1.0
Apple-headquarter-plan-15-page-07,cnt3,charging_and_accessible_counts,counting_qa,How many Accessible parking spaces and Electrical charging stations are indicated in the legend?,21 Accessible parking spaces and 270 Electrical charging stations,"According to the legend:

- **Accessible parking spaces:** 21 (8'-0"" x 18'-0"")
- **Electrical charging stations:** 270 (included in Standard and Compact spaces)",1.0,1.0
Apple-headquarter-plan-15-page-07,cnt4,count_consultants,counting_qa,How many consulting firms are included on this floor plan?,Four (4) consultants.,"Based on the title block area on the right side of the drawing, there are **4** consulting firms:

1. **Foster + Partners** (Architect)
2. **ARUP** (Engineering)
3. **OLIN** (Landscape Architecture and Urban Design)
4. **Kier & Wright** (Civil Engineering/Surveying)",1.0,1.0
Apple-headquarter-plan-15-page-07,cmp1,no_internal_ramp_quadrant,comparison_qa,Which quadrant has no internal ramps?,The 3rd quadrant or the bottom left quadrant.,"Looking at the circular floor plan, the **southeast quadrant** (bottom-right) has no internal ramps.

The internal ramps (shown in red/orange in the legend) are visible in the northwest, northeast, and southwest quadrants, but absent from the southeast quadrant.",0.0,0.0
Apple-headquarter-plan-15-page-07,cmp2,more_internal_ramp_quadrant,comparison_qa,Which quadrant has more internal ramps?,The 1st quadrant or the top right quadrant.,"Looking at the drawing, the **southwest (bottom-left) quadrant** has more internal ramps, as indicated by the orange-colored elements representing internal ramps (10% - 8% - 16%) concentrated more heavily in that area of the circular building.",0.0,0.0
Apple-headquarter-plan-15-page-13,ocr1,sheet_title,ocr_qa,What is the sheet title printed in the title block?,Proposed Main Building Section Typical Entrance,**Proposed Main Building Section Typical Entrance**,1.0,1.0
Apple-headquarter-plan-15-page-13,ocr2,sheet_number,ocr_qa,What sheet number is shown for this drawing?,P-10.00,The sheet number shown is **P-10.00**.,1.0,1.0
