image_id,qa_id,task,qa_type,question,ground_truth,predicted,score,overall
3000-0001,ocr1,read_room_label,ocr_qa,What is the name of the main bedroom shown in the plan?,MAIN BEDROOM,"Based on the floor plan, the name of the room is **MAIN BEDROOM**.",1.0,1.0
3000-0001,ocr2,read_area_text,ocr_qa,What text describes the flooring type in the living room?,"HARDWOOD FLOOR, TYP.","HARDWOOD FLOOR, TYP.",1.0,1.0
3000-0001,sp1,item_location,spatial_qa,Where are the woodstoves located?,Living Room (& Guest Room),"Based on the floor plan, the woodstove is located in the **Living Room**, positioned against the interior wall shared with the kitchen. It is labeled as ""WOODSTOVE (OPTIONAL)"" and sits on a designated area for stone or tile flooring.",0.0,0.0
3000-0001,sp2,adjacency,spatial_qa,Which room is directly connected to the MAIN BEDROOM?,the Hall,"Based on the provided floor plan, the **MAIN BEDROOM** is directly connected to two spaces:

1.  The **HALL** (via the main entry door).
2.  The **BATH** (via an en-suite door).",1.0,1.0
3000-0001,sp3,closest_to_staircase,spatial_qa,Which space gives the access to the STAIRS from the main bedroom?,the Kitchen,"Based on the floor plan provided, the space that gives access to the stairs from the **MAIN BEDROOM** is the **HALL**.

The Main Bedroom has a single interior door that opens into the **HALL**. From the Hall, one can access the exterior stairs at the **STOOP** directly, or pass through the opening into the **KITCHEN** area to access the main indoor staircase labeled ""UP"".",0.0,0.0
3000-0001,cnt1,count_windows,counting_qa,How many windows are available for the main bedroom?,Two (2) windows,"Based on the provided floor plan, there are **3** windows available for the Main Bedroom.

*   **1** large window is located on the north (top) exterior wall.
*   **2** smaller windows are located on the west (left) exterior wall.",0.0,0.0
3000-0001,cmp1,largest_room,comparison_qa,Which room has the largest area?,Living Room (& Guest Room),"Based on the dimensions provided in the floor plan, the **Living Room** (labeled ""LIVING ROOM (& GUEST ROOM)"") has the largest area.

**Analysis:**
*   **Living Room:** Approximately **216 sq. ft.** ($13'6""$ width $\times$ $16'0""$ length).
*   **Front Porch:** Approximately **196 sq. ft.** ($24'0""$ width $\times$ $8'2""$ depth).
*   **Main Bedroom:** Approximately **135 sq. ft.** ($13'6""$ width $\times$ $10'0""$ length).
*   **Kitchen:** Approximately **120 sq. ft.** (roughly $10'6""$ width $\times$ $11'6""$ length, including the stairwell area).",1.0,1.0
3000-0001,cmp2,bigger_room,comparison_qa,"Which one is bigger? the COATS room behind the entrance, or the UTILITY CLOSET room?",The Utility closet,"Based on the dimensions provided in the floor plan:

*   The **UTILITY CLOSET** has dimensions of approximately **3'-1"" x 3'-1""**.
*   The **COATS** closet corresponds to the corner dimensions of **2'-4"" x 2'-4""**.

Therefore, the **UTILITY CLOSET** room is bigger.",1.0,1.0
3000-0002,ocr1,read_slope,ocr_qa,What is the roof slope indicated at the back addition?,2.5/12,"Based on the drawing, the roof slope indicated at the back addition is **2.5/12**.",1.0,1.0
3000-0002,ocr2,read_area_text,ocr_qa,What text describes the flooring type in the main bedroom?,"HARDWOOD FLOOR, TYP.","HARDWOOD FLOOR, TYP.",1.0,1.0
3000-0002,sp1,adjacency,spatial_qa,Which bedroom is adjacent to the Bath?,Main Bedroom,"Based on the floor plan, the **Main Bedroom** is adjacent to the Bath.",1.0,1.0
3000-0002,cnt1,count_windows,counting_qa,How many windows are available for the main bedroom?,Three (3) windows,"Based on the provided floor plan for the ""MAIN BEDROOM,"" there are **3 windows** available:

*   **One window** is located on the left (west) exterior wall.
*   **Two windows** are located on the bottom (south) exterior wall facing the porch roof.",1.0,1.0
3000-0002,cmp1,closest_to_bath,comparison_qa,Which room is closest to the Bath?,Main Bedroom,"Based on the architectural drawing provided, the room closest to the **Bath** is the **Main Bedroom**.

The Main Bedroom is located directly adjacent to the Bath, sharing the entire southern wall of the bathroom. While the Hall is also adjacent (providing access), the Main Bedroom is the primary habitable room in closest physical proximity.",1.0,1.0
3000-0002,cmp2,largest_room,comparison_qa,Which room has the largest area?,Main Bedroom,"Based on the provided floor plan, the room with the largest area is the **Main Bedroom**.

**Reasoning:**
*   **Visual Comparison:** The Main Bedroom (bottom left) visually occupies a larger portion of the floor plan than the other rooms, such as the second Bedroom (bottom right), Bath, or Hall.
*   **Dimensions:** The width of the left section of the house (containing the Main Bedroom) is approximately **13'-6""** (sum of 7'-8"", 3'-5"", and 2'-5""), whereas the width of the right section (containing the second Bedroom) is approximately **9'-11""** (sum of 6'-6"" and 3'-5""). Since both bedrooms share a similar vertical length along the bottom wall, the wider Main Bedroom has the greater square footage.",1.0,1.0
3000-0002,cmp3,closest_to_staircase,comparison_qa,Which room has the closest access to the STAIRS through the hall?,The bedroom,"Based on the provided floor plan, the **BEDROOM** (located on the bottom right) has the closest access to the stairs. Its door opens directly adjacent to the stairwell entrance in the hall.",1.0,1.0
3000-0002,cmp4,access_to_roof,comparison_qa,Which room has a window view access to the back addition lean-to-roof? the bath or the bedroom?,The bath,"Based on the floor plan provided, **the bath** is the room with a window view access to the back addition lean-to roof.

The ""BATH"" is located at the top of the plan, directly adjacent to the area labeled ""BACK ADDITION LEAN-TO ROOF,"" and features a window on that wall. The bedrooms are located on the opposite side of the house, facing the porch roof.",1.0,1.0
3000-0003,ocr1,read_room_label,ocr_qa,What is the name of the large room on the lower half of the plan?,LIVING / DINING ROOM,"Based on the floor plan, the large room on the lower half is named the **LIVING / DINING ROOM**.",1.0,1.0
3000-0003,ocr2,read_door_lable,ocr_qa,What is the name of the door that connects the Kitchen and the MUDROOM?,B,"Based on the provided floor plan, the door that connects the Kitchen and the Mudroom is labeled with the letter **B** (inside a hexagon).",1.0,1.0
3000-0003,sp1,kitchen_feature,spatial_qa,What major appliance is positioned directly across from the kitchen sink?,The refrigerator (REF).,"Based on the floor plan, the major appliance positioned on the wall directly across from the kitchen sink and counter area is the **refrigerator** (labeled as **REF**).",1.0,1.0
3000-0003,sp2,adjacency,spatial_qa,Which room is directly connected to the KITCHEN with 32x80 cased opening?,The LIVING/DINING ROOM,"Based on the floor plan, the room directly connected to the **KITCHEN** with a **32x80 cased opening** is the **LIVING / DINING ROOM**.",1.0,1.0
3000-0003,sp3,access_to_outside,spatial_qa,Which room has direct access to the SCREEN PORCH?,Main Bedroom,"Based on the floor plan, the **MAIN BEDROOM** has direct access to the SCREEN PORCH via a door.",1.0,1.0
3000-0003,cnt1,count_windows,counting_qa,How many windows are available for the living/dinning space?,Four (4),"Based on the provided floor plan, there are **3** windows in the Living / Dining Room:

*   **1** window on the left (side) exterior wall.
*   **2** windows on the bottom (front) exterior wall.",0.0,0.0
3000-0003,cmp1,largest_room,comparison_qa,Which room has the largest area?,Living / Dining Room,"Based on the dimensions provided in the floor plan, the room with the largest area is the **Living / Dining Room**.

*   **Living / Dining Room:** Approximately 19' x 16' (~304 sq. ft.)
*   **Main Bedroom:** 11'-0"" x 10'-0"" (110 sq. ft.)
*   **Kitchen:** Approximately 10' x 10' (~100 sq. ft.)",1.0,1.0
3000-0003,cmp2,close_access,comparison_qa,Which room is closely accessible from the living/dinning room? the Screen porch or the mudroom?,The mudroom,"Based on the provided floor plan, the **Mudroom** is the room closely accessible from the Living/Dining Room.

**Reasoning:**
*   **Path to Mudroom:** The Living/Dining Room connects openly to the Kitchen area (via the central hallway/foyer space), and the Mudroom is directly adjacent to the Kitchen. This follows a flow through public/common areas.
*   **Path to Screen Porch:** The Screen Porch is located off the Main Bedroom. To access it from the Living/Dining Room, one must enter and cross the private Main Bedroom.",1.0,1.0
3000-0004,ocr1,read_slope,ocr_qa,What is the slope indicated for the lower shed roof?,2.0/12,2/12,1.0,1.0
3000-0004,ocr2,read_area_text,ocr_qa,What flooring type is specified for the front bedrooms?,"HARDWOOD FLOOR, TYP.","Based on the drawing, the flooring specified for the front bedrooms is **HARDWOOD FLOOR**.",1.0,1.0
3000-0004,sp1,window_shed_roof,spatial_qa,Which room has window facing the shed roof?,REAR BEDROOM,"Based on the provided floor plan, there are three spaces with windows facing the **Lower Shed Roof**:

1.  **Rear Bedroom**: Has a window on its west wall facing the roof.
2.  **Bath**: Has a window on its north wall facing the roof.
3.  **Hall**: Has a window on its north wall facing the roof.

**Answer:** Rear Bedroom, Bath, and Hall.",0.0,0.0
3000-0004,sp2,no_built_in_closet,spatial_qa,Which bedroom has no built-in closet?,REAR BEDROOM,"Based on the provided floor plan, there are two bedrooms that do not have a built-in closet:

1.  The **REAR BEDROOM** (located at the top right of the plan).
2.  The **BEDROOM** located at the **bottom left** (adjacent to the Bath).

The only bedroom with a built-in closet is the one at the bottom right, which has a closet labeled ""CLOSET: 36"" RAISED PLATFORM"". The ""LINEN"" closet shown near the bottom-left bedroom opens into the Hall, not the bedroom.",0.0,0.0
3000-0004,cnt1,count_window,counting_qa,How many windows does the BATH have?,One (1) window,"Based on the floor plan provided, the **BATH** has **1** window. It is located on the exterior wall facing the lower shed roof.",1.0,1.0
3000-0004,cmp1,largest_bedrooms,comparison_qa,Which bedroom has the largest area?,Bedroom on the bottom/lower left corner,"Based on the dimensions provided in the architectural drawing:

1.  **Rear Bedroom (Top Right):** The dimensions are **10'-0"" x 10'-0""**, resulting in a gross area of **100 sq. ft.**
2.  **Bedroom (Bottom Right):** The width is approximately 10' (6'-6"" + 3'-5"") and the depth is roughly 7'-8"", resulting in an area of approximately **77 sq. ft.**
3.  **Bedroom (Bottom Left):** The total width is **13'-6""** (sum of 7'-8"", 3'-5"", and 2'-5"") and the depth is **8'-0""**. This results in a gross area of **108 sq. ft.**

Therefore, the **bedroom in the bottom left corner** has the largest area.",1.0,1.0
3000-0004,cmp2,more_windows,comparison_qa,Which bedroom has more windows?,Bedroom on the bottom/lower left corner.,"Based on the provided floor plan:

*   **Rear Bedroom (top right):** Has **1** window (on the left wall).
*   **Bedroom (bottom right):** Has **1** window (on the bottom wall).
*   **Bedroom (bottom left):** Has **2** windows (one on the left wall and one on the bottom wall).

Therefore, the **bottom left bedroom** has more windows.",1.0,1.0
3000-0004,cmp3,fewer_windows,comparison_qa,Which bedroom has fewer windows?,Bedroom on the bottom/lower right corner.,"Based on the floor plan:

*   The **Rear Bedroom** (top right) has **2** windows (one on the left wall, one on the right wall).
*   The **bottom-left Bedroom** has **2** windows (one on the left wall, one on the bottom wall).
*   The **bottom-right Bedroom** has **1** window (on the bottom wall).

Therefore, the **bottom-right bedroom** has fewer windows.",1.0,1.0
3000-0005,ocr1,read_room_label,ocr_qa,What is the name of the room adjacent to the KITCHEN on the right?,MUDROOM,MUDROOM,1.0,1.0
3000-0005,ocr2,read_material_label,ocr_qa,What is the minimum clearance specified between the coats room to the stairs?,Minimum of 3',"Based on the provided floor plan, the minimum clearance specified between the coats room and the stairs (specifically the wall corner of the stairwell) is **3' MIN CLEAR** (3 feet).",1.0,1.0
3000-0005,sp1,room_identification,spatial_qa,What is the name of the room located next to the DINING area on the right?,KITCHEN,"Based on the floor plan provided, the room located immediately next to the **DINING** area on the right is the **KITCHEN**.",1.0,1.0
3000-0005,sp2,access_to_stairs,spatial_qa,Which room gives direct access to the stairs to the upper level?,LIVING ROOM,"Based on the floor plan, the **Living Room** gives direct access to the stairs leading to the upper level (indicated by the ""UP"" arrow on the right side of the plan).",1.0,1.0
3000-0005,sp3,access_to_outside,spatial_qa,Which room provides direct access to the 3'x4' back stoop?,Mudroom,"Based on the floor plan, the **Mudroom** provides direct access to the 3'x4' back stoop.",1.0,1.0
3000-0005,cnt1,count_toilet,counting_qa,How many toilets (W.C) does the floor plan have?,One (1) toilet/W.C,"Based on the floor plan provided, there is **1** toilet (W.C). It is located in the small powder room labeled ""WC"" on the right side of the plan, adjacent to the mudroom.",1.0,1.0
3000-0005,cmp1,largest_space,comparison_qa,Which space has the largest area?,Living Room,"Based on the dimensions and layout shown in the floor plan, the **Living Room** has the largest area. It occupies the majority of the lower section of the house, spanning roughly 16 feet in depth and nearly the full 24-foot width of the structure.",1.0,1.0
3000-0005,cmp2,larger_space,comparison_qa,Which room has more space? the WC or the MUDROOM?,The MUDROOM,"Based on the provided floor plan, the **MUDROOM** has more space.

Visually, the Mudroom occupies a larger area in the top-right corner, accommodating a washer and dryer, whereas the WC (Water Closet) is a smaller half-bath located directly below it. The vertical dimension for the Mudroom section is labeled as 5'-6"", which is larger than the WC's apparent dimensions.",1.0,1.0
Apple-headquarter-plan-15-page-01,ocr1,consulting_firms,ocr_qa,What are the consulting firms listed in the title block?,"6 consulting firms: Foster + Partners, Arup, OLIN, KIER & WRIGHT, alta and WATRY DESIGN, INC.","Based on the title block on the right side of the drawing, the consulting firms listed are:

*   **Foster + Partners**
*   **ARUP**
*   **OLIN**
*   **Kier & Wright**
*   **Alta Planning + Design**
*   **Watry Design, Inc.**",1.0,1.0
Apple-headquarter-plan-15-page-01,ocr2,read_titleblock_client,ocr_qa,What is the client of the project written on the title block?,Apple Inc.,"Based on the title block on the right side of the drawing, the client is **Apple Inc.**",1.0,1.0
Apple-headquarter-plan-15-page-01,ocr3,read_project_name,ocr_qa,What is the project name written on the title block?,Apple Campus 2,Apple Campus 2,1.0,1.0
Apple-headquarter-plan-15-page-01,ocr4,scale_reading,ocr_qa,What scale is listed in the title block for this plan?,"1"" = 64'","1"" = 64'",1.0,1.0
Apple-headquarter-plan-15-page-01,ocr5,internal_radius,ocr_qa,What is the internal radius of the circular building?,"580'-11""","Based on the provided architectural drawing, the internal radius is explicitly labeled in the center of the plan.

The internal radius is **580'-11""** (580 feet and 11 inches).",1.0,1.0
